accuracy,auc,loss,precision,recall,val_accuracy,val_auc,val_loss,val_precision,val_recall,learning_rate
0.64509516954422,0.7657368779182434,9.535994529724121,0.9139272570610046,0.6141942143440247,0.6597609519958496,0.4945268929004669,9.529642105102539,0.7955942749977112,0.7734063863754272,9.999999747378752e-06
0.6547425985336304,0.7787294983863831,9.4389066696167,0.9179221391677856,0.6242262721061707,0.6625497937202454,0.4956687092781067,9.44485092163086,0.7975397109985352,0.7749003767967224,9.999999747378752e-06
0.6570477485656738,0.7774239778518677,9.356669425964355,0.9167056083679199,0.6283884644508362,0.6585657596588135,0.49615830183029175,9.36719799041748,0.7961914539337158,0.7704183459281921,9.999999747378752e-06
0.667463481426239,0.8006912469863892,9.247716903686523,0.9272670745849609,0.6340448260307312,0.664143443107605,0.49506208300590515,9.280280113220215,0.7955352663993835,0.7808765172958374,9.999999747378752e-06
0.6690856218338013,0.7998067140579224,9.166236877441406,0.9245749711990356,0.6384204626083374,0.6637450456619263,0.49322080612182617,9.199013710021973,0.7954314947128296,0.7803784608840942,9.999999747378752e-06
0.6783061623573303,0.8082544803619385,9.074356079101562,0.9317200779914856,0.6451441049575806,0.6709163188934326,0.4953587055206299,9.111611366271973,0.7960922122001648,0.7913346886634827,9.999999747378752e-06
0.6902586817741394,0.8292470574378967,8.9647798538208,0.9407430291175842,0.6540021300315857,0.6681274771690369,0.49371737241744995,9.029265403747559,0.7936031818389893,0.7908366322517395,9.999999747378752e-06
0.6935029625892639,0.8322681784629822,8.876128196716309,0.9389429092407227,0.6597651839256287,0.6633465886116028,0.496155321598053,8.952692985534668,0.7956278324127197,0.7793824672698975,9.999999747378752e-06
0.6999061107635498,0.8456185460090637,8.77219295501709,0.9453826546669006,0.6631803512573242,0.6649402379989624,0.4951692223548889,8.863371849060059,0.7993842959403992,0.775896430015564,9.999999747378752e-06
0.7159566283226013,0.8567948341369629,8.66695499420166,0.949160099029541,0.6814301013946533,0.6601593494415283,0.49268314242362976,8.776538848876953,0.7966101765632629,0.7724103331565857,9.999999747378752e-06
0.7212498784065247,0.8681706786155701,8.561067581176758,0.9566193222999573,0.6824973225593567,0.666533887386322,0.4935140013694763,8.683760643005371,0.797359049320221,0.7818725109100342,9.999999747378752e-06
0.7240672707557678,0.8728849291801453,8.4647216796875,0.9562890529632568,0.6864461302757263,0.6561753153800964,0.492696076631546,8.603206634521484,0.7919428944587708,0.7734063863754272,9.999999747378752e-06
0.7353367805480957,0.885587751865387,8.357932090759277,0.9590044021606445,0.6990394592285156,0.6525896191596985,0.4900200068950653,8.523852348327637,0.7915810942649841,0.7679283022880554,9.999999747378752e-06
0.7388371825218201,0.8887622356414795,8.266690254211426,0.962479829788208,0.7008537650108337,0.6589641571044922,0.4907977283000946,8.437599182128906,0.7962962985038757,0.7709163427352905,9.999999747378752e-06
0.7557414770126343,0.8996379375457764,8.159130096435547,0.9631421566009521,0.7223052382469177,0.6749004125595093,0.4907679855823517,8.345561027526855,0.7971086502075195,0.7963147163391113,9.999999747378752e-06
0.7571074962615967,0.9098276495933533,8.05903148651123,0.9680103063583374,0.7201707363128662,0.6745020151138306,0.48786279559135437,8.259941101074219,0.7958271503448486,0.7978087663650513,9.999999747378752e-06
0.76240074634552,0.9123681783676147,7.966476917266846,0.9684255719184875,0.7266808748245239,0.6673306822776794,0.4872581660747528,8.180697441101074,0.7933967113494873,0.7898406386375427,9.999999747378752e-06
0.7732434272766113,0.9228941798210144,7.861340522766113,0.9741525650024414,0.7360725998878479,0.6649402379989624,0.48929083347320557,8.097688674926758,0.7930688261985779,0.7863546013832092,9.999999747378752e-06
0.7775121927261353,0.927793562412262,7.76633358001709,0.9752669930458069,0.7406616806983948,0.6633465886116028,0.490587443113327,8.016339302062988,0.7935386300086975,0.782868504524231,9.999999747378752e-06
0.7836591601371765,0.9366068840026855,7.6645989418029785,0.9793828725814819,0.7452508211135864,0.6645418405532837,0.4912218451499939,7.932091236114502,0.795040488243103,0.7823705077171326,9.999999747378752e-06
0.7959532141685486,0.9433988332748413,7.561193466186523,0.9805838465690613,0.7599786520004272,0.6637450456619263,0.4903007447719574,7.851620674133301,0.7948328256607056,0.7813745141029358,9.999999747378752e-06
0.7997950911521912,0.9494107365608215,7.460910320281982,0.9825525283813477,0.7632870674133301,0.6653386354446411,0.4915328919887543,7.76861047744751,0.796446681022644,0.7813745141029358,9.999999747378752e-06
0.8060274720191956,0.9490041136741638,7.370632648468018,0.9815468192100525,0.7720384001731873,0.6557769179344177,0.4923805594444275,7.690419673919678,0.7918367385864258,0.7729083895683289,9.999999747378752e-06
